"Subject","Age","Gender","Ethnicity","Exercise","L_category","Active","L_history","L_duration","L_intensity","LI_1","LI_2","LI_3","LI_4","LI_5","LF_1","LF_2","LF_3","LF_4","LF_5","LM_1","LM_2","LM_3","LM_4","LM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1000",20,2,4,1,"Cook",1,3,2,3,3,5,4,5,5,5,5,5,4,3,5,5,5,2,3,0,0,1,19,1,21,61.6153,48.8354,63.5617,91.0569,49.8392,62.9817,363.186162,363.349711111111,444.38099375,447.402727777778,351.900286666667,0.333333333333333,0.333333333333333,0.583333333333333,381.8374,381.8374,448.2337,90,130,170,291.8374,251.8374,278.2337,273.9695
"1001",19,2,3,1,"Cook",1,5,2,2,3,3,3,4,2,4,4,4,4,3,4,4,4,4,4,5,10,8,7,2,32,66.6303,71.7881,68.9183,68.7651,57.4387,66.7081,274.866506,331.967116666667,337.498410416667,351.334374074074,319.137995454545,0.416666666666667,0.5,0.916666666666667,315.3946,331.9456,514.6306,50,90,130,265.3946,241.9456,NA,253.6701
"1002",21,2,2,1,"Yoga",1,5,2,2,5,4,5,5,2,4,2,2,3,3,1,4,1,1,4,3,3,4,2,2,14,46.5085,53.473,56.1795,66.0708,55.7659,55.59954,258.727483673469,280.0183125,380.67158125,332.370867592593,284.5651,0.833333333333333,0.666666666666667,0.75,431.4716,331.8638,365.0377,90,130,170,341.4716,201.8638,195.0377,246.124366666667
"1003",21,2,6,1,"View",0,5,3,1,2,3,3,3,2,2,3,2,2,2,4,4,4,4,4,16,5,11,11,13,56,58.9038,59.1641,84.4005,62.8864,72.13011006,67.496982012,280.387610416667,296.339685714286,369.266191666667,332.225736190476,323.93137037037,0.916666666666667,0.666666666666667,0.666666666666667,431.4907,348.5714,348.5714,50,90,130,NA,258.5714,218.5714,238.5714
"1004",18,2,3,1,"Cook",1,5,2,2,4,4,3,5,3,3,3,4,4,4,4,5,4,4,2,0,0,0,0,1,1,81.0856,70.4029,83.9024,80.0825,79.0474,78.90416,293.105920454545,359.659588888889,388.34059375,406.056599074074,345.248725,0.166666666666667,0.75,0.75,315.3452,414.962,414.962,10,50,90,305.3452,364.962,324.962,331.7564
"1005",19,2,2,1,"Read",1,5,5,1,4,5,2,3,2,4,2,3,3,2,2,2,5,4,1,0,2,6,6,3,17,49.5711,52.6786,55.7674,53.1301,57.9654,53.82252,341.518774,326.376877777778,364.0745625,355.882881481481,321.629695238095,0.583333333333333,0.5,0.666666666666667,365.0409,348.4615,365.1582,50,90,130,315.0409,258.4615,235.1582,269.553533333333
"1006",19,2,2,1,"Media",1,5,2,2,1,1,1,1,1,1,1,3,1,1,4,1,3,4,4,0,0,4,2,3,9,47.865,46.1222,46.4465,52.4839,42.4784,47.0792,252.705602083333,331.899525,364.420597916667,396.439489719626,302.193510526316,0.0833333333333333,0.833333333333333,0.666666666666667,265.445,497.8972,365.0861,10,50,90,NA,447.8972,275.0861,361.49165
"1008",21,2,3,1,"Listen (Podcast)",0,5,5,1,2,3,1,4,2,3,1,3,3,1,3,2,5,4,3,5,1,9,4,4,23,62.7416,55.5687,79.101,79.5016,62.5726,67.8971,318.638548,363.4511,410.7550125,407.463843925234,368.577033333333,0.583333333333333,0.666666666666667,0.75,398.345,431.4858,464.6538,90,130,170,308.345,301.4858,294.6538,301.494866666667
"1009",25,2,3,0,"Listen (Music)",0,5,3,1,2,4,4,3,2,3,3,4,2,3,4,2,2,4,1,1,1,6,2,3,13,44.8373,41.7755,54.0563,47.6313,39.2551,45.5111,287.759118,336.88037,383.78779375,343.74949537037,316.247244444444,0.25,0.5,0.75,298.7195,331.9383,365.1653,10,50,90,288.7195,281.9383,275.1653,281.941033333333
"1010",19,2,3,1,"View",0,5,2,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,4,1,1,2,1,2,7,55.5667,52.2313,58.5459,49.5212,61.4329,55.4596,327.66573,497.970485714286,635.984625,538.084012037037,432.7476,0.666666666666667,0.916666666666667,0.75,614.1452,763.5267,663.9973,330,370,410,284.1452,NA,253.9973,269.07125
"1011",19,2,8,1,"View",0,5,5,3,3,4,2,2,2,1,1,1,1,1,2,5,5,2,4,3,0,1,3,3,10,48.4399,38.9027,50.0957,46.1437,45.9526,45.90692,313.639594,323.59688,353.347858333333,355.469699047619,284.482147619048,0.416666666666667,0.583333333333333,0.75,331.904,365.058,381.7939,50,90,130,281.904,275.058,251.7939,269.5853
"1012",20,2,4,0,"Read",1,5,5,2,3,4,2,4,3,3,3,3,3,4,3,2,2,3,3,6,5,2,1,5,19,66.3142,64.953,61.1632,67.0738,59.8216,63.86516,386.419334,383.83495,588.922472916667,576.155394392523,431.553369230769,0.25,0.25,0.583333333333333,381.8313,381.8313,580.8943,170,210,250,211.8313,171.8313,330.8943,238.185633333333
"1014",31,2,8,1,"Listen (Podcast)",0,5,5,1,3,4,2,2,2,1,3,4,4,1,4,3,5,5,3,1,1,5,6,3,16,56.2632,56.2736,69.5689,75.4742,58.5982,63.23562,361.385553061224,439.822575,545.636402083333,544.33484537037,461.007066666667,0.166666666666667,0.333333333333333,0.25,414.9133,464.6812,448.1234,130,170,210,284.9133,294.6812,238.1234,272.572633333333
"1015",19,2,3,0,"Swim",1,5,2,3,4,2,4,4,3,4,4,4,2,3,2,4,4,2,4,0,1,0,0,0,1,61.0854,87.993,87.7198,82.6392,78.7553,79.63854,296.186953333333,355.2134,387.9965375,373.317278703704,327.539643333333,0.833333333333333,0.666666666666667,1,448.1143,381.6817,663.9085,90,130,170,358.1143,251.6817,NA,304.898
"1016",19,2,2,0,"View",0,5,5,3,1,3,3,1,2,3,4,5,3,4,4,4,2,4,2,6,4,6,2,2,20,60.6954,56.6154,64.914,58.2614,54.8557,59.06838,293.070404,295.41318,311.49779375,336.365340740741,308.9246,0.25,0.166666666666667,0.666666666666667,298.6914,282.1203,348.4899,0,0,40,298.6914,282.1203,308.4899,296.433866666667
"1017",23,2,2,1,"Game",1,5,5,3,1,4,2,3,3,3,3,2,4,4,4,4,2,3,2,3,5,1,4,4,17,38.1296,38.4771,43.5104,41.872,37.3576,39.86934,295.73617,311.1306625,351.2756125,334.365739814815,318.238876470588,0.25,0.5,0.666666666666667,282.1408,315.2711,331.9551,10,50,90,272.1408,265.2711,241.9551,259.789
"1018",19,2,2,1,"Travel",1,5,2,2,5,4,2,3,3,4,5,5,3,5,2,2,4,1,2,0,1,2,11,2,16,56.6257,71.9613,71.8652,92.7929,61.2572,70.90046,325.011294,388.0343,437.58920212766,479.839225,378.983475,0.166666666666667,0.416666666666667,0.416666666666667,381.7396,448.1666,448.1666,130,170,210,251.7396,278.1666,238.1666,256.024266666667
"1019",18,1,2,1,"Instrument (Music)",1,5,4,3,3,4,3,3,4,4,5,5,3,3,2,4,5,2,2,4,7,3,12,15,41,42.0036,33.8579,46.223,52.5287,44.1753,43.7577,260.528096,285.794811111111,318.424345833333,311.928137037037,288.266251851852,0.666666666666667,0.583333333333333,1,315.3061,298.7319,796.6744,50,90,130,265.3061,208.7319,NA,237.019
"1020",19,2,3,1,"View",0,5,5,1,1,3,2,2,2,1,1,2,2,1,4,3,3,4,4,0,0,1,0,1,2,42.9218,35.629,44.7189,38.0533,36.0397,39.47254,291.4749,287.7078,336.121597916667,352.915570093458,326.76891875,0.333333333333333,0.5,0.5,331.9397,348.5438,348.5438,10,50,90,321.9397,298.5438,258.5438,293.0091
"1022",20,1,8,1,"Sing",1,5,5,2,3,4,1,1,1,5,4,3,3,2,3,1,2,4,2,4,0,2,1,0,7,42.946,41.3447,50.7425,43.6624,38.8908,43.51728,259.875248,230.5001,271.417248888889,284.3482625,242.947788,0.75,0.666666666666667,0.666666666666667,315.2355,298.6878,298.6878,0,0,40,315.2355,298.6878,258.6878,290.870366666667
"1023",21,2,2,1,"Media",1,5,4,1,1,4,1,1,2,3,2,1,1,1,5,2,2,4,4,20,5,5,4,17,51,83.4698,58.3724,57.6258,76.0826,65.4837,68.20686,268.968240816327,238.61695,297.6613,311.675387037037,282.167314285714,0.25,0.25,0.666666666666667,282.1482,282.1482,315.3782,0,0,40,282.1482,282.1482,275.3782,279.891533333333
"1024",18,2,5,1,"Photography",1,5,2,2,5,4,2,5,4,4,4,5,4,4,4,2,4,3,4,5,2,1,1,1,10,48.5685,48.9084,42.904,60.8072,43.6942,48.97646,326.264446,356.79075,476.819083333333,383.877813084112,314.611320833333,0.5,0.75,0.75,348.5505,464.7444,464.7444,130,170,210,218.5505,294.7444,254.7444,256.0131
"1025",21,2,8,1,"View",0,5,4,1,2,3,2,1,1,1,2,2,1,1,1,3,3,3,1,1,1,2,0,1,5,62.5038,58.712,63.0776,56.6128,48.8462,57.95048,273.216016,329.598328571429,373.480264583333,269.528871428571,238.255335483871,0.666666666666667,0.916666666666667,1,265.6203,348.5409,448.2457,90,130,170,175.6203,NA,NA,175.6203
"1026",20,2,4,1,"Paint",1,5,2,2,5,4,3,5,5,3,5,5,5,5,4,5,5,5,3,9,7,4,7,0,27,82.6269,96.456,84.4176,94.2399,65.3045,84.60898,421.475266666667,424.402528571429,506.89785625,619.322887619048,532.21934,0.333333333333333,0.333333333333333,0.583333333333333,481.3103,481.3103,564.3552,130,170,210,351.3103,311.3103,354.3552,338.991933333333
"1027",31,2,3,0,"View",0,5,5,2,4,4,2,1,1,2,2,3,3,2,3,3,4,4,3,0,2,4,1,3,10,64.1649,65.4062,63.8607,64.6227,57.8223,63.17536,319.306724,393.565285714286,617.921966666667,604.742859259259,424.86704,0.25,0.166666666666667,0.416666666666667,481.321,431.499,547.6993,210,250,290,271.321,181.499,257.6993,236.839766666667
"1028",22,2,3,1,"Write",1,5,3,2,2,3,3,3,3,2,4,4,3,3,3,3,4,3,3,3,5,4,2,0,14,72.5701,58.1146,82.093,77.0003,57.4288,69.44136,397.048652,336.118175,368.705038297872,345.947944444444,310.620047619048,0.416666666666667,0.5,0.833333333333333,331.8988,331.9369,381.8354,90,130,170,241.8988,201.9369,211.8354,218.557033333333
"1029",22,2,8,1,"Draw",1,5,4,2,3,4,4,2,5,4,4,4,3,3,3,4,4,3,1,0,1,1,5,3,10,57.5713,62.6733,74.9746,74.9136,52.0665,64.43986,265.208089583333,304.317766666667,345.443372916667,350.726883333333,289.894221428571,0.666666666666667,0.75,0.916666666666667,348.5214,381.8234,547.8064,50,90,130,298.5214,291.8234,NA,295.1724
"1030",18,2,3,1,"Listen (Music)",0,5,4,2,2,5,4,1,1,1,2,5,3,2,1,1,3,5,3,8,5,9,5,9,36,72.9849,75.1016,77.3133,78.5422,87.9562,78.37964,320.61862,325.25811,386.547683333333,400.768033333333,340.968640909091,0.5,0.5,0.833333333333333,381.6736,381.6736,464.6905,90,130,170,291.6736,251.6736,294.6905,279.3459
"1031",20,2,2,0,"Draw",1,5,3,1,4,1,2,2,2,4,4,5,4,4,4,4,5,4,4,4,2,2,2,3,13,60.4759,54.3936,83.193,86.0531,71.1403,71.05118,282.457316,308.2397,296.29081875,283.967640740741,277.371571428571,0.583333333333333,0.833333333333333,0.916666666666667,282.1494,331.8782,348.4876,0,0,40,282.1494,331.8782,NA,307.0138
"1032",22,2,2,1,"Fabric Arts",1,3,3,2,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,3,2,2,1,11,39.9967,46.1035,49.2487,48.2315,39.6359,44.64326,289.82814,260.59803,286.667664583333,311.023458878505,286.33136875,0.0833333333333333,0.5,0.75,232.3914,282.2834,331.9578,0,0,40,NA,282.2834,291.9578,287.1206
"1033",19,2,2,1,"Photography",1,5,3,1,2,4,3,3,4,3,4,5,3,4,4,2,4,4,4,1,7,6,5,11,30,58.7848,56.1732,60.6058,63.6101,50.8244,57.99966,307.189255102041,293.965942857143,353.012220833333,350.046344444444,306.095322222222,0.166666666666667,0.25,0.333333333333333,282.1897,298.7185,298.8106,10,50,90,272.1897,248.7185,208.8106,243.2396
"1034",21,2,2,1,"Bake",1,5,3,2,4,3,3,5,3,2,2,4,3,4,4,5,4,5,3,1,3,0,2,0,6,76.3411,58.8777,65.3574,59.2912,49.8028,61.93404,301.705376,322.670533333333,405.5630875,390.935512037037,348.503478571429,0.166666666666667,0.416666666666667,0.583333333333333,315.3033,348.4774,381.7817,50,90,130,265.3033,258.4774,251.7817,258.5208
"1036",19,2,2,1,"Listen (Music)",0,5,5,2,1,5,3,2,1,1,1,4,1,1,3,1,4,4,2,5,18,27,28,9,87,53.9047,63.4114,68.9983,79.9356,60.9648,65.44296,280.46162,398.304771428571,498.952252083333,457.645362962963,317.490439130435,0.666666666666667,0.416666666666667,0.833333333333333,464.7541,381.6872,514.5016,130,170,210,334.7541,211.6872,304.5016,283.647633333333
"1037",20,2,2,0,"Cook",1,5,3,3,3,4,4,2,2,4,3,4,3,4,2,4,4,3,3,4,1,4,2,2,13,69.4929,57.7045,79.2652,59.2456,64.8073,66.1031,396.983974,407.567455555556,465.7451,516.198959259259,418.24098,0,0.166666666666667,0.25,315.2801,431.511,448.0825,130,170,210,NA,261.511,238.0825,249.79675
"1038",20,2,3,1,"Draw",1,3,1,1,2,5,3,1,1,4,4,5,3,5,1,2,3,1,1,0,0,0,0,4,4,81.1557,60.989,81.1426,83.0175,74.5599,76.17294,315.701348979592,317.4621,752.15373125,363.481431481481,301.925061904762,0.75,0.416666666666667,0.583333333333333,431.5631,331.9333,365.123,50,90,130,381.5631,241.9333,235.123,286.206466666667
"1040",21,2,8,1,"Write",1,5,2,1,4,4,4,4,4,2,2,3,2,2,3,3,3,3,3,3,2,2,1,3,11,52.5705,42.9015,44.5389,41.4223,50.3705,46.36074,301.694576,334.262571428571,387.929914583333,404.046344859813,353.116988888889,0.416666666666667,0.5,0.583333333333333,381.708,398.283,398.3536,90,130,170,291.708,268.283,228.3536,262.781533333333
"1041",19,1,2,0,"Photography",1,5,2,2,4,4,4,4,3,4,5,4,4,4,2,4,4,3,4,7,4,9,1,9,30,54.2127,53.8448,55.8785,60.6919,55.3727,56.00012,310.405266,358.051771428571,433.301889583333,398.528765740741,327.239514285714,0.416666666666667,0.333333333333333,0.416666666666667,365.1345,348.5423,365.1345,90,130,170,275.1345,218.5423,195.1345,229.603766666667
"1042",21,2,2,1,"Cook",1,5,5,1,4,4,4,2,3,4,4,4,4,3,3,4,4,4,4,2,5,6,7,7,27,47.9007,47.0274,57.9426,48.1252,47.2884,49.65686,296.770752,330.136188888889,389.378004166667,352.562490740741,319.368320689655,0.583333333333333,0.833333333333333,1,348.5348,398.3541,796.7281,50,90,130,298.5348,308.3541,NA,303.44445
"1043",20,2,3,1,"Read",1,5,2,1,3,5,3,2,3,1,1,3,1,2,3,5,5,4,3,7,6,3,9,7,32,79.673,69.8849,57.7048,72.0891,69.9217,69.8547,295.050172,344.846377777778,375.827985416667,396.134028037383,398.314553333333,0.333333333333333,0.5,0.416666666666667,348.5336,365.1557,365.0832,50,90,130,298.5336,275.1557,235.0832,269.590833333333
"1044",18,2,2,1,"Instrument (Music)",1,5,1,2,3,4,3,2,4,4,4,4,4,4,3,3,2,2,2,4,0,0,0,0,4,81.9135,55.3973,51.1965,61.4673,53.5109,60.6971,360.797974,417.0069125,482.01174375,487.620644444444,419.252552173913,0.5,0.583333333333333,0.833333333333333,464.7445,497.8717,580.8852,170,210,250,294.7445,287.8717,330.8852,304.500466666667
"1045",20,1,2,1,"Game",1,5,5,3,2,1,1,1,5,4,5,3,4,2,5,5,4,3,5,0,0,3,0,0,3,49.6208,55.8415,51.5186,56.2327,52.4931,53.14134,304.696754,298.6969375,339.864089583333,329.143239814815,304.9365375,0.166666666666667,0.583333333333333,0.583333333333333,282.1181,331.8962,331.8962,10,50,90,272.1181,281.8962,241.8962,265.3035
"1046",52,1,3,1,"Game",1,5,5,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,0,1,6,2,11,63.5257,54.1089,64.9135,73.4334,70.68491047,65.333282094,352.571458,284.531671428571,402.605772340426,397.598253271028,400.208133333333,0.333333333333333,0.583333333333333,0.583333333333333,365.1118,398.3963,398.3963,10,50,90,355.1118,348.3963,308.3963,337.301466666667
"1047",21,2,5,1,"Read",1,5,3,2,4,2,3,3,2,2,2,2,3,4,5,3,4,2,3,0,4,5,1,1,11,57.9233,55.4882,84.6661,55.2975,91.1485,68.90472,303.101276,324.873014285714,346.505089583333,346.111278703704,322.160086363636,0.5,0.666666666666667,0.666666666666667,331.9779,365.1115,365.1115,50,90,130,281.9779,275.1115,235.1115,264.066966666667
"1048",19,2,2,1,"Read",1,5,2,2,4,4,3,4,4,4,4,4,4,5,1,2,4,2,4,4,1,1,1,1,8,60.095,74.5231,64.4188,65.4815,65.8103,66.06574,342.155955319149,331.9028,437.043897916667,393.62133490566,334.522652631579,0.5,0.333333333333333,0.75,348.5504,331.9577,414.9676,50,90,130,298.5504,241.9577,284.9676,275.158566666667
"1049",19,2,8,1,"Paint",1,5,4,2,2,4,3,4,3,4,4,5,2,4,3,2,4,3,3,1,1,1,0,0,3,43.8664,41.8457,55.1533,52.8358,42.6286,47.26596,278.727769387755,372.224542857143,428.677459574468,409.93938317757,360.746078947368,0.25,0.666666666666667,0.666666666666667,315.3795,464.7268,464.7268,90,130,170,225.3795,334.7268,294.7268,284.944366666667
"1050",21,2,5,1,"Listen (Music)",0,5,5,3,1,4,2,3,3,3,3,2,2,2,2,2,2,2,2,5,2,7,6,7,27,86.0427,78.2152,74.1171,96.8991,75.4859,82.152,321.942886,374.608428571429,453.633754166667,352.236596261682,301.264546153846,0.166666666666667,0.25,0.666666666666667,282.0942,298.6965,365.1314,10,50,90,272.0942,248.6965,275.1314,265.307366666667
"1051",21,2,2,1,"View",0,4,3,1,4,5,4,3,4,3,3,2,2,2,4,4,4,5,4,5,7,2,1,1,16,55.0223,48.7093,42.6309,43.6559,56.3974,49.28316,269.83225,340.1994125,359.581033333333,318.233630392157,266.582370967742,0.833333333333333,0.916666666666667,0.833333333333333,398.317,448.1293,398.317,50,90,130,348.317,NA,268.317,308.317
"1052",19,2,2,1,"Cook",1,2,2,2,2,3,3,2,1,3,3,3,3,3,4,3,4,4,4,0,3,9,2,3,17,45.1913,47.0758,77.962,57.3082,51.8311,55.87368,319.438944897959,348.5602,412.56414375,424.137576190476,354.80038125,0.416666666666667,0.25,0.666666666666667,381.7358,348.5636,415.0219,90,130,170,291.7358,218.5636,245.0219,251.773766666667
"1053",20,2,4,0,"Listen (Music)",0,5,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,4,3,1,2,0,4,1,8,53.228,64.2135,52.5561,90.6455,46.5032,61.42926,287.087996,336.0602,474.404364583333,403.108692523364,317.4059375,0.166666666666667,0.5,0.666666666666667,282.1556,398.3295,448.0678,130,170,210,152.1556,228.3295,238.0678,206.1843
"1054",18,2,4,0,"Write",1,5,1,1,2,5,2,2,3,4,4,5,5,5,1,1,3,1,4,2,7,7,6,19,41,58.5458,55.7433,70.9782,58.3224,95.8937,67.89668,278.200515217391,321.6021875,431.58255,368.899193457944,322.148848148148,0.416666666666667,0.916666666666667,0.916666666666667,331.9227,547.7922,547.7922,50,90,130,281.9227,NA,NA,281.9227
"1055",20,2,2,0,"Travel",1,2,4,3,2,2,2,2,2,4,3,3,4,3,3,3,4,4,2,19,5,7,7,23,61,74.7832,67.9834,80.5316,79.4091,89.0579,78.35304,342.865562,464.7126125,618.250891666667,593.211996296296,422.568661538462,0.416666666666667,0.166666666666667,0.5,547.6687,431.4551,564.3456,210,250,290,337.6687,181.4551,274.3456,264.4898
"1057",20,2,2,1,"Instrument (Music)",1,5,2,3,4,4,5,5,3,4,4,4,4,4,3,4,5,4,4,1,1,2,0,0,4,71.2847,71.2407,71.2095,78.0181,68.6352,72.07764,375.679810204082,348.592966666667,548.465783333333,451.389083333333,379.019605555556,0.25,0.5,0.75,348.5764,398.3551,514.5599,170,210,250,178.5764,188.3551,264.5599,210.497133333333
"1058",19,2,2,1,"Read",1,5,5,2,3,4,2,2,1,1,2,4,1,2,2,3,4,2,2,1,1,2,8,4,16,48.5047,61.3532,74.6473,72.2434,54.0146,62.15264,272.819876,346.666333333333,383.484593617021,382.648879245283,310.12006875,0.25,0.5,0.583333333333333,331.8569,365.0398,381.7347,50,90,130,281.8569,275.0398,251.7347,269.5438
"1059",26,2,8,1,"Read",1,4,2,1,2,3,3,3,2,1,2,2,3,1,3,5,4,3,2,7,0,1,1,1,10,54.2472,40.838,40.6851,39.8,59.5084,47.01574,265.510739583333,284.489314285714,341.585547916667,330.988166666667,302.412066666667,0.25,0.416666666666667,0.833333333333333,298.6609,315.3132,381.656,10,50,90,288.6609,265.3132,291.656,281.8767
"1061",23,2,2,1,"View",0,5,2,2,2,3,3,1,2,3,1,1,1,1,4,3,3,5,2,2,7,3,2,7,21,49.1949,48.4122,59.2489,54.0451,69.8747,56.15516,314.63656,379.334328571429,519.001766666667,469.936990740741,400.522286666667,0.25,0.333333333333333,0.666666666666667,381.685,398.3115,514.503,210,250,290,171.685,148.3115,224.503,181.499833333333
"1062",18,2,2,1,"Read",1,5,2,2,3,3,3,3,3,3,2,2,3,2,4,5,4,3,3,9,0,3,2,0,14,76.8509,45.3882,52.8642,57.358,54.8623,57.46472,302.441663265306,325.25667,422.180027083333,462.407588888889,372.770638461538,0.166666666666667,0.333333333333333,0.583333333333333,365.0272,398.378,481.3446,170,210,250,195.0272,188.378,231.3446,204.9166
